ind,id,TOK,TOK_ID,DIVNAME,LCUPDATE,DATE,SHOT,TIME,TIME_ID,T1,T2,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE,ELMFREQ,ELMMAX,ELMDUR,ELMINT,OLTIME,LHTIME,TPI,ISEQ,MEFF,PGASA,PGASZ,BGASA,BGASZ,BGASA2,BGASZ2,PELLET,FUELRATE,XGASZ,XGASA,CONFIG,RGEO,RMAG,AMIN,KAPPA,KAPPAA,KAREA,DELTA,DELTAU,DELTAL,INDENT,AREA,VOL,SURFFORM,SEPLIM,XPLIM,WALMAT,DIVMAT,LIMMAT,EVAP,DALFMP,DALFDV,IGRADB,BT,IEML,PREMAG,IP,VSURF,Q95,SH95,BEILI2,BEIMHD,BEPMHD,BETMHD,BEPDIA,BMHDMDIA,TAUCR,FBS,RHOQ2,RHOINV,NEL,NELFORM,DNELDT,NEV,NE0,NE0TSC,ZEFF,ZEFFNEO,PRAD,POHM,ENBI,PINJ,BSOURCE,PINJ2,BSOURCE2,COCTR,PNBI,PFLOSS,ECHFREQ,ECHMODE,ECHLOC,PECRHC,PECRH,ICFREQ,ICSCHEME,ICANTEN,PICRHC,PICRH,PALPHA,DWDIA,DWDIAPAR,DWMHD,DWHC,TEV,TE0,TE0TSC,TIV,TI0,TICX0,WDIA,WMHD,WKIN,WEKIN,WIKIN,WROT,WFPER,WFPAR,WFFORM,WFANI,WFICRH,WFICRHP,WFICFORM,ICFORM,WFANIIC,TAUDIA,TAUMHD,TAUTH1,TAUTH2,WTOT,WTH,PL,PLTH,TAUTOT],TAUTH,TAUC92,TAUC93,H89,HITER96L,H93,HITER92Y,HEPS97,HIPB98Y,HIPB98Y1,HIPB98Y2,HIPB98Y3,HIPB98Y4,OMGAIMP0,OMGAIMPH,OMGAM0,OMGAMH,SPIN,TORQ,TORQBM,TORQIN,VTOR0,VTORV,VTORIMP,STANDARD,SELDB1,SELDB2,SELDB2X,IAEA92,DB2P5,DB2P8,DB3IS,DB3V5,IAE2000N,IAE2000X,HMWS2003,IAE2004S,IAE2004I,DB3DONLY,HMWS2005,OJK2006,SELDB3,SELDB3X,SELDB4,AAREA,STDDB4V5,NEGW,NEL/NEGW,NUSTAREAV,QCYL,NUSTARECYL,RHOSTAR,BETATHT,TI0/TE0,BETAN,NESEP,NESOL,PMAIN,PDIV,GP_MAIN,GP_DIV,SELDB5,STD3,TAV,BETATHTP,BETATHNP,NUSTARAVP,NUSTARAVPNOQ,RHOSTARAVP,TE0/TAV,NEO/NAV,H98y2 calc,ABS IP,EPSILON,LTAUTH,LIP,LBT,LNEL,LKAPPA,L(1+DELTA),LRGEO,LEPSILON,LMEFF,LPLTH,LTAUTH/NEL^0.2,LBTAUTH,LNUSTAR,LNUSTARNOQ,LRHOSTAR,LQ95,LBETATH,database_index,EPS,LCOULOMB,OMEGACYCL,QCYL5,TAUBOHM,BETASTAR,NUSTAR,Hugill,qeng,PSTAR,akB,ng,nnorm,RkB
16502,Z96KHV,D3D,5,OPEN,19930818,19890424,64407,2.7,2700,2.695,2.705,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,2.048,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.671,1.79,0.609,1.87,1.71650282348545,1.652,0.4025,0.231,0.574,0.0,2.0,20.21,60.2414055743482,0.045,0.057,IN,C,C,NONE,,,1,2.14093656493118,0.0,,1.014,,6.7,3.3,1.483,1.128,1.49,0.017,,,,,,0.18981161370602,5.2749999999999995,0,,,,,2.409,,1.44e6,177000.0,75010.0,1.061e7,801010,0.0,0,1.0,1.035e7,222400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,872400.0,940400.0,,,,,,,183400.0,0.8077,0.0,0.0,0.0,0,0.0,0.08287,0.08933,,0.07346,940400.0,757000.0,10.53,10.299999999999999,0.09126,0.07346,1.0,1.0,1.80877861955528,1.86447964147688,1.00737921431859,1.08597822565243,1.07653302891949,1.10044252049944,1.11333537589021,1.12615037919373,1.16729738829421,1.11055181518144,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,0,1,1,0,1111111111,1011111100,0,,1,8.70269701655142,0.606133936407026,,5.26838153090464,,0.006403950908227671,0.00603323463701688,,2.18590890105843,,,,,,,1,1,1681.05991498287,0.0130750075887337,1.68122208644821,0.241585508847241,0.0360575386339166,0.00454242770745194,,,1.14320101208074,1.014e6,0.364452423698384,-2.61101423859062,13.8294134631333,0.761243380458275,45.412095446249,0.625938430866495,0.338256358414714,0.513422249613257,-1.0093592608855,0.693147180559945,16.1476544531999,-11.6934333278404,-1.84977085813234,-1.42053179465726,-3.32263932105418,-5.39429367252572,1.90210752639692,-4.33705268863103,2,0.3644524236983842,15.677293458886268,1.07046828246559,4.021967031953753,0.07863660002992223,1.3728757968170426,0.07866173680488635,9.646929363905324,3.870829366476669,0.5096486887679366,2.153927768007182,8.702689665697726,0.6061344483868923,5.910038260000002
16503,S1IP5U,D3D,5,OPEN,19930818,19890424,64408,2.7,2700,2.695,2.705,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,2.033,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.67,1.781,0.611,1.86,1.70528388083474,1.637,0.401,0.227,0.575,0.0,2.0,20.15,60.1520418078654,0.042,0.057,IN,C,C,NONE,,,1,2.14221856287425,0.0,,1.015,,6.62,3.29,1.35,0.9972,1.33,0.0151,,,,,,0.190108002732663,4.37,0,,,,,3.331,,,201700.0,75020.0,1.061e7,801010,0.0,0,1.0,1.034e7,221700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,781600.0,837300.0,,,,,,,231800.0,0.8078,0.0,0.0,0.0,0,0.0,0.07414,0.07943,,0.05867,837300.0,605500.0,10.54,10.32,0.08113,0.05867,1.0,1.0,1.6417231052251,1.61392222137208,0.834966637882111,0.922422792387512,0.932304708095434,0.953269569491932,0.971631515972504,0.977788494409831,1.01158086079049,0.960114342709053,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,0,1,1,0,1111111111,1011111100,0,,1,8.65434324280203,0.504948772818158,,5.26016782894845,,0.006277538380924806,0.00481714070616927,,1.94722390964868,,,,,,,1,1,1627.92259289639,0.0104768692288889,1.35104703713609,0.20996066715251,0.0317161128629169,0.00445276122268051,,,0.991914581978695,1.015e6,0.365868263473054,-2.83582675604437,13.830399170458,0.761842003642867,45.2238797759944,0.62057648772511,0.33718626735487,0.512823626428664,-1.00548194623921,0.693147180559945,16.1495943180177,-11.8806027112432,-2.0739847524015,-1.56083506508113,-3.45093043503005,-5.41423087575543,1.89009536994892,-4.55858538242168,2,0.3658682634730539,15.739281516846752,1.071109281437125,4.022817925011774,0.06284198154191613,1.1000712690333316,0.06933320087905243,8.036516108374386,3.861734117852994,0.5121588089330026,2.142662002116765,8.654335932791017,0.5049491993305,5.856375684999996
16507,MV0380,D3D,5,OPEN,19930818,19890424,64414,2.8,2800,2.795,2.805,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,2.043,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.66,1.753,0.613,1.88,1.71958718769314,1.649,0.3805,0.21,0.551,0.0,2.03,20.3,60.4885558184618,0.03,0.037,IN,C,C,NONE,,,1,2.1551234939759,0.0,,1.519,,4.47,2.69,1.095,0.7471,1.01,0.025,,,,,,0.274671066785898,8.433,0,,,,,2.551,,,448800.0,74590.0,8.7e6,801010,0.0,0,1.0,8.54e6,51930.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,,1.405e6,,,,,,,89860.0,0.7919,0.0,0.0,0.0,0,0.0,,0.1563,,0.1472,1.405e6,1.316e6,8.988999999999999,8.937,0.1573,0.1472,1.0,1.0,1.95328068200124,1.91176192914271,1.11268774355257,1.20613955738484,1.13699750281851,1.13040185469791,1.15291883112613,1.16591385763411,1.24013298614886,1.195030853883,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,12.8672968105204,0.655382410476855,,3.64071837526113,,0.006576150969426988,0.0102291431687918,,2.17427699441611,,,,,,,1,1,1819.92646939469,0.0223324058259051,1.94227344868919,0.213007360989492,0.0476526534652107,0.00466457204310132,,,1.17034344091578,1.519e6,0.369277108433735,-1.91596307268736,14.2335627815779,0.767848027703078,45.8812693474794,0.631271776841858,0.322445752388072,0.506817602368452,-0.996207945414378,0.693147180559945,16.0057105203635,-11.0922169421832,-1.14811504498428,-1.54642855523374,-3.04381696385921,-5.36775918670422,1.49738840862548,-3.80171647930504,2,0.36927710843373496,15.52207811085631,1.07756174698795,2.7613499788717504,0.15861708915662623,2.3449026117200353,0.0710408118374324,10.43074383475971,2.6479995592826437,0.4402463054187192,2.178478567280117,12.867285941979729,0.6553829640551626,5.89930574499999
16511,15JMNT,D3D,5,OPEN,19930818,19890425,64448,3.17,3170,3.165,3.175,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,2.34,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.667,1.751,0.62,1.84,1.67269632287689,1.614,0.345,0.134,0.556,0.0,2.02,20.41,60.4208091916905,0.031,0.062,IN,C,C,NONE,,,1,2.14607378524295,0.0,,1.662,,3.86,2.97,0.991,0.6198,0.81,0.0248,,,,,,0.306315916523573,9.556,0,,,,,2.443,,3.0e6,603700.0,74440.0,7.13e6,801010,0.0,0,1.0,6.97e6,29640.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.296e6,1.385e6,,,,,,,58320.0,0.8097,0.0,0.0,0.0,0,0.0,0.1711,0.1829,,0.1758,1.385e6,1.327e6,7.574,7.544,0.1836,0.1758,1.0,1.0,1.92060052545868,1.77202766636628,1.06500284440253,1.15431893301244,1.07665449181296,1.06165555622694,1.0791881258784,1.08778442002607,1.16192971091879,1.12268624949273,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,13.7625254342152,0.694349307158604,,3.26460345694456,,0.0061426402988409255,0.0103456885178773,,1.98544106629937,,,,,,,1,1,1610.74898942594,0.0225870025887944,1.80827268162914,0.262694470323956,0.0680555622600922,0.00435707579433772,,,1.09053712449424,1.662e6,0.371925614877025,-1.73840829373106,14.3235322543975,0.763640026302874,46.0062859963504,0.609765571620894,0.296394013053802,0.511025603768657,-0.989061404711657,0.693147180559945,15.8362631032954,-10.9396654930011,-0.974768267428186,-1.3367636319071,-2.68743081538384,-5.43595413600601,1.35066718347674,-3.7903806448317,2,0.3719256148770246,15.337472969222656,1.073036892621475,2.4902819217814445,0.18863988572285534,2.3716352718234126,0.09098229123934484,11.050921780986762,2.402895831589076,0.3696227339539441,2.1475331154169153,13.762513809507285,0.694349893650869,5.774093069999997
16516,OKW0UX,D3D,5,OPEN,19930818,19890425,64451,3.46,3460,3.455,3.465,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,2.368,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.665,1.737,0.619,1.85,1.68641265142398,1.625,0.3375,0.13,0.545,0.0,2.03,20.46,60.5039246511339,0.028,0.054,IN,C,C,NONE,,,1,2.13846846846847,0.0,,1.9149999999999998,,3.37,3.05,0.8492,0.4885,0.65,0.0261,,,,,,0.351958142380573,11.129999999999999,0,,,,,2.125,,1.52e6,799100.0,74560.0,7.13e6,801010,0.0,0,1.0,6.98e6,15770.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.437e6,1.457e6,,,,,,,46370.0,0.81,0.0,0.0,0.0,0,0.0,0.1847,0.1873,,0.1818,1.457e6,1.411e6,7.779,7.763,0.1877,0.1818,1.0,1.0,1.73726564189888,1.5347480365256,0.941062539793094,1.02106652374986,0.938031583346104,0.914409190783248,0.933024767063362,0.942702975272571,1.01562237588037,0.988130012162157,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,15.9088202327115,0.699611903157634,,2.84124695407301,,0.005892303999693119,0.0110679865924352,,1.80411920259685,,,,,,,1,1,1466.90608636605,0.0241287967435643,1.66786304753337,0.32001857028172,0.0949610000835965,0.0041795081399747,,,0.943843930602731,1.915e6,0.371771771771772,-1.70484809723876,14.4652281805969,0.760089903880527,46.1587609321743,0.615185639090233,0.290802199788025,0.509825123432407,-0.989475129729948,0.693147180559945,15.8648794153878,-10.9366002836736,-0.944758193358232,-1.13937625274179,-2.35428899710606,-5.47756170923163,1.21491274436427,-3.72434926616812,2,0.3717717717717718,15.167691699305696,1.069234234234235,2.1668806372723934,0.1943867837837839,2.5335236580742557,0.10988219288652125,11.13467866840731,2.087971192930989,0.37942326490713585,2.151031970720722,15.908806795105951,0.6996124940950277,5.785893750000003
16518,QZFCAH,D3D,5,OPEN,19930818,19890425,64452,2.9,2900,2.895,2.905,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.86,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.662,1.729,0.619,1.85,1.67810519993913,1.621,0.337,0.126,0.548,0.0,2.02,20.38,60.3949085706814,0.026,0.058,IN,C,C,NONE,,,1,2.15253008423586,0.0,,1.908,,3.4,2.98,0.7835,0.4273,0.57,0.0225,,,,,,0.347753101133147,10.299999999999999,0,,,,,2.16,,,891200.0,74460.0,7.12e6,801010,0.0,0,1.0,6.95e6,15980.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.276e6,1.273e6,,,,,,,47740.0,0.8097,0.0,0.0,0.0,0,0.0,0.1627,0.1623,,0.1566,1.273e6,1.225e6,7.840999999999999,7.824999999999999,0.1627,0.1566,1.0,1.0,1.52968348929462,1.38083503948286,0.830072469293785,0.910693120224823,0.842290438611117,0.822169141005404,0.841581671276498,0.848656546609234,0.914102602221283,0.88712625839128,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,15.8506678872134,0.649814889397117,,2.87560340006032,,0.0056809765728628265,0.00950097466018281,,1.57124542705424,,,,,,,1,1,1381.56325779591,0.0207564669249205,1.44948905500373,0.33508397038071,0.0985541089355031,0.00402961012034041,,,0.849674122788155,1.908e6,0.372442839951865,-1.85406049542543,14.4615661309904,0.766643933638275,46.0812606621225,0.615185639090233,0.290428298119806,0.508021696433256,-0.987671702730797,0.693147180559945,15.8728342943905,-11.0703126278499,-1.08741656178716,-1.09337412071363,-2.31714955233575,-5.51408565203598,1.22377543162212,-3.8748974218287,2,0.3724428399518652,15.14650200823841,1.07626504211793,2.1822792622289975,0.16854310559566785,2.1794290271166563,0.11477375613630787,10.342133909853247,2.1080172352731643,0.38395485770363097,2.1598465339921775,15.850654498726973,0.649815438272737,5.799135604999999
16519,0YFI9M,D3D,5,OPEN,19930818,19890425,64453,2.9,2900,2.895,2.905,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.863,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.663,1.731,0.619,1.85,1.68641265142398,1.626,0.337,0.127,0.547,0.0,2.03,20.45,60.4312472641655,0.027,0.053,IN,C,C,NONE,,,1,2.15123571858088,0.0,,1.91,,3.39,3.1,0.8166,0.4524,0.59,0.0238,,,,,,0.348536662336767,10.56,0,,,,,2.155,,,859700.0,74510.0,7.12e6,801010,0.0,0,1.0,7.0e6,16010.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.342e6,1.343e6,,,,,,,47890.0,0.8105,0.0,0.0,0.0,0,0.0,0.1707,0.1708,,0.1651,1.343e6,1.295e6,7.859999999999999,7.843999999999999,0.1712,0.1651,1.0,1.0,1.60513914508501,1.44082958383512,0.871046656204572,0.952513623935487,0.878908637387585,0.857583752717534,0.875483453288158,0.883455602313517,0.951757876145755,0.924197919106596,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,15.86728284307,0.66552037323845,,2.86913862460119,,0.005762264041752345,0.0100499307515164,,1.6592897828941,,,,,,,1,1,1419.67399882353,0.0218937643011208,1.52639073167821,0.325042068545382,0.0958826160900832,0.00408726865899005,,,0.884511887466868,1.91e6,0.372218881539387,-1.80120392805605,14.4626138000228,0.766042429860742,46.106190045165,0.615185639090233,0.290428298119806,0.508623200210791,-0.988273206508332,0.693147180559945,15.8752594662984,-11.0224419370891,-1.03516149819531,-1.12380066335115,-2.34463058474351,-5.49987834154942,1.22082992139236,-3.82155341781306,2,0.37221888153938665,15.161248930135198,1.07561785929044,2.1881522556095643,0.17758450856885163,2.2988452516176867,0.11201508152408049,10.592094659685863,2.109765699763274,0.3835696821515892,2.1652058433373442,15.867269440549538,0.6655209353799358,5.817023130000004
16521,XKI6WE,D3D,5,OPEN,19930818,19890425,64454,3.46,3460,3.455,3.465,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.85,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.663,1.732,0.617,1.85,1.68064056249456,1.624,0.34,0.128,0.552,0.0,2.01,20.3,60.2359928303556,0.029,0.06,IN,C,C,NONE,,,1,2.141040288635,0.0,,1.777,,3.62,2.9,0.8181,0.4621,0.61,0.0214,,,,,,0.32792660971879,9.36,0,,,,,2.44,,1.38e6,825700.0,74540.0,7.15e6,801010,0.0,0,1.0,7.03e6,22430.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.162e6,1.185e6,,,,,,,54380.0,0.8106,0.0,0.0,0.0,0,0.0,0.1479,0.1508,,0.1443,1.185e6,1.13e6,7.856,7.832999999999999,0.1512,0.1443,1.0,1.0,1.52815467519338,1.41485477741274,0.839055356436664,0.921099035114534,0.860809388996826,0.844860153291001,0.863857404016357,0.869873039891032,0.932450357560598,0.903456719872753,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,14.858247690946,0.629953154281013,,3.04946280772256,,0.00578440655930277,0.00891064281955017,,1.59087606995379,,,,,,,1,1,1407.93513638341,0.0194291011367398,1.44435944201642,0.314890377778413,0.0869862922039815,0.00410297471087508,,,0.871450659636038,1.777e6,0.371016235718581,-1.93586081320231,14.3904371071368,0.761291827102144,45.9855620573764,0.615185639090233,0.29266961396282,0.508623200210791,-0.99150945528754,0.693147180559945,15.8738561363494,-11.1329732246776,-1.17456898610017,-1.15553070777767,-2.44200473361535,-5.4960430291104,1.28647402583768,-3.94098327828205,2,0.3710162357185809,15.213259845831939,1.0705201443175,2.317716625653852,0.15447605682501528,2.0400556193576795,0.10781488464062604,10.026024310635904,2.2396054719011578,0.38586206896551717,2.145339497534579,14.85823514072106,0.6299536863801285,5.782333200000009
16523,6IVO8J,D3D,5,OPEN,19930818,19890425,64455,2.99,2990,2.985,2.995,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.843,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.665,1.742,0.618,1.85,1.69187471311639,1.628,0.3425,0.131,0.554,0.0,2.03,20.44,60.4061800232645,0.029,0.057,IN,C,C,NONE,,,1,2.13846846846847,0.0,,1.779,,3.65,3.06,0.8931,0.5351,0.71,0.0247,,,,,,0.328021669365497,10.11,0,,,,,2.373,,,749100.0,74470.0,7.13e6,801010,0.0,0,1.0,7.01e6,22250.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.339e6,1.387e6,,,,,,,53210.0,0.8106,0.0,0.0,0.0,0,0.0,0.1725,0.1788,,0.1724,1.387e6,1.334e6,7.7589999999999995,7.736999999999999,0.1793,0.1724,1.0,1.0,1.78238778215428,1.6191439332228,0.978401992056101,1.06293709111967,0.985879405763125,0.96710950300722,0.98445041157578,0.993033196248197,1.06499163951385,1.03296917676316,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,1,1,1,0,1111111111,1111111100,0,,1,14.8268704200823,0.681870125896998,,3.04857908300489,,0.006024015773039936,0.0104978844469392,,1.83489970678942,,,,,,,1,1,1528.2692435044,0.0228343797182058,1.69630755666616,0.291665077703433,0.0799082404666939,0.00427293346712383,,,0.99477065536765,1.779e6,0.371171171171171,-1.75793792075254,14.391561966648,0.760089903880527,46.0626417999192,0.615185639090233,0.294533547400883,0.509825123432407,-0.991091944956853,0.693147180559945,15.8615245735316,-10.9704662807364,-0.997848016872017,-1.23214912918142,-2.52687629677582,-5.45545469297182,1.2947271675944,-3.77948799635739,2,0.37117117117117115,15.256731667499043,1.069234234234235,2.3325331199418984,0.1843359819819821,2.397609870411605,0.09981051369706848,10.852309274873525,2.2444711123264938,0.37852250489236783,2.151521680000001,14.826857896360627,0.6818707018485408,5.796575400000004
16524,3RT3K8,D3D,5,OPEN,19930818,19890425,64456,3.0,3000,2.995,3.005,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.863,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.666,1.754,0.617,1.83,1.67227916666126,1.611,0.35,0.134,0.566,0.0,2.0,20.17,59.840416925889,0.033,0.073,IN,C,C,NONE,,,1,2.14736194477791,0.0,,1.317,,4.82,2.88,1.034,0.6612,0.86,0.0168,,,,,,0.246868547321261,6.75,0,,,,,2.402,,,408600.0,74590.0,7.15e6,801010,0.0,0,1.0,7.02e6,70730.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,888500.0,927100.0,,,,,,,80690.0,0.8103,0.0,0.0,0.0,0,0.0,0.1196,0.1248,,0.115,927100.0,846400.0,7.428999999999999,7.358,0.126,0.115,1.0,1.0,1.65500405445841,1.64248081104963,0.933858351643889,1.02326187501568,0.988403705823127,0.993658515521221,1.00516413385914,1.00643749518931,1.05935216135834,1.01267471206133,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,0,1,1,0,1111111111,1011111100,0,,1,11.011993364646,0.612968040978929,,4.05073878730552,,0.005896687473303673,0.00669550458930524,,1.69010592063705,,,,,,,1,1,1471.77721132439,0.0145605987626286,1.46481870099637,0.279937804307573,0.0580783826364259,0.00418261740990334,,,1.01291458975424,1.317e6,0.370348139255702,-2.16282315061889,14.0908669807254,0.76424008632688,45.6586592717713,0.60431596685333,0.300104592450338,0.510425543744651,-0.9933117988214,0.693147180559945,15.8112987146469,-11.2945550049731,-1.39858306429201,-1.2731878279598,-2.84596175602231,-5.47681805379297,1.57277392806251,-4.22943611325225,2,0.3703481392557023,15.421057707718798,1.073680972388955,3.1152549304871173,0.12347331182472984,1.528862870076005,0.09738000617946219,9.755697608200455,3.001099214214715,0.3647992067426871,2.1344498574039603,11.011984063213077,0.6129685587313214,5.7633605549999976
16526,HTL5EY,D3D,5,OPEN,19930818,19890425,64457,2.7,2700,2.695,2.705,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.843,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.667,1.765,0.619,1.85,1.69472010290883,1.635,0.346,0.135,0.557,0.0,2.04,20.61,60.5766020381022,0.032,0.052,IN,C,C,NONE,,,1,2.13590281943611,0.0,,1.3239999999999998,,5.02,3.25,1.133,0.7682,1.01,0.0195,,,,,,0.243923109441354,7.06,0,,,,,2.689,,,408200.0,74540.0,7.14e6,801010,0.0,0,1.0,7.01e6,69400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,1.019e6,1.093e6,,,,,,,82810.0,0.8104,0.0,0.0,0.0,0,0.0,0.1374,0.1474,,0.1375,1.093e6,1.01e6,7.417999999999999,7.348999999999999,0.1488,0.1375,1.0,1.0,1.92385694990666,1.90259758827225,1.094111734732,1.18819390451059,1.14206615763377,1.14956997272427,1.15706744218829,1.15891153761832,1.21986691503997,1.16842675050603,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,0,1,1,0,1111111111,1011111100,0,,1,10.999100777081,0.641870653163852,,4.09965255973595,,0.006243997745772162,0.00793202996877192,,1.94723678111809,,,,,,,1,1,1643.29211516762,0.0171870122542593,1.716265765078,0.244522604664896,0.0487096822041626,0.004428970298511,,,1.16616238676543,1.324e6,0.371325734853029,-1.98413136187551,14.0961680154791,0.758889423544275,45.703561818392,0.615185639090233,0.297137231222536,0.511025603768657,-0.990675610066198,0.693147180559945,15.810074807511,-11.1248437255539,-1.22524193833124,-1.40844752172353,-3.02187745542717,-5.41958816020242,1.61342993370364,-4.06360128189201,2,0.3713257348530294,15.508837393582759,1.067951409718055,3.142007284534156,0.14684331883623256,1.8046362866972228,0.08259376934014959,10.215697356495468,3.03128634716485,0.3565744784085395,2.1616724869526065,10.999091486538005,0.6418711953292566,5.821499249999992
16527,GVZA29,D3D,5,OPEN,19930818,19890425,64458,2.76,2760,2.755,2.765,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,,1.88,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.668,1.765,0.619,1.85,1.69472010290883,1.635,0.3455,0.136,0.555,0.0,2.04,20.63,60.6129407315863,0.032,0.051,IN,C,C,NONE,,,1,2.14478717026379,0.0,,1.3179999999999998,,5.06,3.27,1.127,0.7668,1.01,0.0191,,,,,,0.24195695212032,7.74,0,,,,,3.316,,,557500.0,74360.0,5.38e6,801010,0.0,0,1.0,5.26e6,52860.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,0.0,0,,,,,,,970300.0,1.075e6,,,,,,,52170.0,0.8367,0.0,0.0,0.0,0,0.0,0.1668,0.1849,,0.1775,1.075e6,1.023e6,5.817,5.765,0.1866,0.1775,1.0,1.0,2.12176649048819,1.98908032126331,1.18454072539,1.27780218536728,1.21329071276701,1.23016508351685,1.22826689165257,1.22187894297513,1.28737195533109,1.23002414115497,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,1,1,1,1,1,1,0,1,1,0,1111111111,1011111100,0,,1,10.9492559095111,0.706897351195948,,4.13296659276285,,0.005973906287582651,0.00796292695058727,,1.92394569311925,,,,,,,1,1,1516.74138036852,0.0172475726191324,1.73735042185034,0.316291743224804,0.0625082496491708,0.00423738998491899,,,1.22921352835556,1.318e6,0.371103117505995,-1.72878467006667,14.0916259940446,0.763040326134977,45.7955184544885,0.615185639090233,0.296765691184823,0.511625303936555,-0.991275310234096,0.693147180559945,15.5673157116853,-10.8878883609644,-0.96574434393169,-1.15109025326417,-2.77245673656354,-5.4638077688736,1.62136648329937,-4.06008386313789,2,0.37110311750599523,15.382721663373555,1.072393585131895,3.167539432178997,0.19034986136091137,1.8109951250089071,0.10644123772410832,11.250630273141123,3.0559187695499164,0.27944740668928747,2.170664027473023,10.949246661070308,0.7068979482871017,5.849220675000002
